Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
220.94	0.025850	1452.5	0.00068844	132.92	132.94	0.72871	0.82023	1.2346	865.34	-0.31841	572.54	0.11669	0.019161	1.4601	0.68489	348.54	366.25	1.7847	0.62262	0.71350	141.21	71.240	8.8140	0.0071839
221.05	0.026025	1452.2	0.00068860	133.06	133.08	0.72934	0.82035	1.2348	864.79	-0.31821	571.40	0.11664	0.019144	1.4693	0.68058	348.61	366.32	1.7845	0.62289	0.71382	141.24	71.081	8.8183	0.0071930
221.17	0.026200	1451.9	0.00068875	133.20	133.22	0.72997	0.82046	1.2350	864.25	-0.31800	570.27	0.11658	0.019126	1.4786	0.67633	348.67	366.39	1.7843	0.62316	0.71413	141.26	70.924	8.8225	0.0072021
221.28	0.026375	1451.6	0.00068890	133.34	133.36	0.73059	0.82057	1.2351	863.72	-0.31780	569.15	0.11652	0.019109	1.4878	0.67213	348.73	366.46	1.7840	0.62343	0.71444	141.29	70.768	8.8267	0.0072111
221.39	0.026550	1451.3	0.00068904	133.48	133.49	0.73121	0.82068	1.2353	863.18	-0.31760	568.04	0.11646	0.019092	1.4971	0.66798	348.80	366.53	1.7838	0.62370	0.71475	141.31	70.613	8.8309	0.0072201
221.50	0.026725	1451.0	0.00068919	133.61	133.63	0.73183	0.82079	1.2355	862.65	-0.31739	566.94	0.11641	0.019074	1.5063	0.66388	348.86	366.60	1.7836	0.62396	0.71506	141.33	70.460	8.8350	0.0072291
221.61	0.026900	1450.7	0.00068934	133.75	133.77	0.73244	0.82090	1.2356	862.12	-0.31719	565.85	0.11635	0.019057	1.5155	0.65984	348.92	366.67	1.7834	0.62423	0.71536	141.36	70.309	8.8392	0.0072379
221.72	0.027075	1450.4	0.00068949	133.88	133.90	0.73306	0.82101	1.2358	861.60	-0.31699	564.77	0.11630	0.019040	1.5247	0.65585	348.99	366.74	1.7832	0.62449	0.71567	141.38	70.159	8.8433	0.0072468
221.83	0.027250	1450.0	0.00068963	134.02	134.04	0.73366	0.82112	1.2360	861.08	-0.31679	563.69	0.11624	0.019023	1.5340	0.65190	349.05	366.81	1.7830	0.62476	0.71597	141.41	70.010	8.8474	0.0072556
221.94	0.027425	1449.7	0.00068978	134.15	134.17	0.73426	0.82123	1.2362	860.56	-0.31659	562.63	0.11619	0.019007	1.5432	0.64801	349.11	366.88	1.7828	0.62502	0.71628	141.43	69.862	8.8514	0.0072644
222.04	0.027600	1449.4	0.00068992	134.28	134.30	0.73486	0.82133	1.2363	860.04	-0.31639	561.57	0.11613	0.018990	1.5524	0.64416	349.17	366.95	1.7826	0.62528	0.71658	141.45	69.716	8.8555	0.0072731
222.15	0.027775	1449.1	0.00069007	134.42	134.44	0.73546	0.82144	1.2365	859.53	-0.31620	560.52	0.11608	0.018973	1.5616	0.64036	349.23	367.02	1.7824	0.62554	0.71688	141.48	69.571	8.8595	0.0072817
222.26	0.027950	1448.8	0.00069021	134.55	134.57	0.73605	0.82155	1.2367	859.02	-0.31600	559.48	0.11602	0.018957	1.5708	0.63661	349.29	367.08	1.7822	0.62580	0.71718	141.50	69.428	8.8635	0.0072904
222.36	0.028125	1448.5	0.00069035	134.68	134.70	0.73664	0.82165	1.2368	858.51	-0.31580	558.45	0.11597	0.018940	1.5800	0.63290	349.35	367.15	1.7820	0.62605	0.71748	141.52	69.285	8.8675	0.0072989
222.47	0.028300	1448.2	0.00069050	134.81	134.83	0.73723	0.82176	1.2370	858.00	-0.31561	557.42	0.11592	0.018924	1.5892	0.62924	349.41	367.22	1.7818	0.62631	0.71777	141.54	69.144	8.8714	0.0073075
222.57	0.028475	1447.9	0.00069064	134.94	134.96	0.73781	0.82187	1.2372	857.50	-0.31541	556.41	0.11586	0.018908	1.5984	0.62562	349.47	367.29	1.7816	0.62656	0.71807	141.57	69.004	8.8754	0.0073160
222.68	0.028650	1447.6	0.00069078	135.07	135.09	0.73840	0.82197	1.2373	857.00	-0.31522	555.40	0.11581	0.018892	1.6076	0.62204	349.53	367.35	1.7814	0.62681	0.71836	141.59	68.865	8.8793	0.0073244
222.78	0.028825	1447.3	0.00069092	135.20	135.22	0.73897	0.82208	1.2375	856.50	-0.31502	554.40	0.11576	0.018876	1.6168	0.61850	349.59	367.42	1.7812	0.62707	0.71865	141.61	68.728	8.8832	0.0073328
222.89	0.029000	1447.1	0.00069106	135.33	135.35	0.73955	0.82218	1.2376	856.00	-0.31483	553.41	0.11570	0.018860	1.6260	0.61501	349.65	367.48	1.7811	0.62732	0.71895	141.63	68.591	8.8871	0.0073412
222.99	0.029175	1446.8	0.00069120	135.45	135.47	0.74012	0.82228	1.2378	855.51	-0.31464	552.42	0.11565	0.018844	1.6352	0.61155	349.71	367.55	1.7809	0.62757	0.71924	141.66	68.456	8.8909	0.0073495
223.09	0.029350	1446.5	0.00069134	135.58	135.60	0.74069	0.82239	1.2380	855.02	-0.31445	551.45	0.11560	0.018828	1.6444	0.60814	349.77	367.61	1.7807	0.62781	0.71952	141.68	68.322	8.8948	0.0073578
223.19	0.029525	1446.2	0.00069147	135.71	135.73	0.74125	0.82249	1.2381	854.53	-0.31425	550.48	0.11555	0.018812	1.6535	0.60477	349.82	367.68	1.7805	0.62806	0.71981	141.70	68.189	8.8986	0.0073660
223.29	0.029700	1445.9	0.00069161	135.83	135.85	0.74182	0.82259	1.2383	854.05	-0.31406	549.52	0.11550	0.018796	1.6627	0.60143	349.88	367.74	1.7803	0.62831	0.72010	141.72	68.057	8.9024	0.0073743
223.40	0.029875	1445.6	0.00069175	135.96	135.98	0.74238	0.82269	1.2384	853.56	-0.31387	548.56	0.11545	0.018781	1.6719	0.59813	349.94	367.81	1.7801	0.62855	0.72038	141.74	67.926	8.9062	0.0073824
223.50	0.030050	1445.3	0.00069188	136.08	136.10	0.74293	0.82280	1.2386	853.08	-0.31369	547.61	0.11539	0.018765	1.6810	0.59487	350.00	367.87	1.7799	0.62880	0.72067	141.76	67.796	8.9100	0.0073906
223.60	0.030225	1445.0	0.00069202	136.21	136.23	0.74349	0.82290	1.2388	852.60	-0.31350	546.67	0.11534	0.018750	1.6902	0.59164	350.05	367.94	1.7798	0.62904	0.72095	141.78	67.668	8.9137	0.0073986
223.70	0.030400	1444.8	0.00069216	136.33	136.35	0.74404	0.82300	1.2389	852.13	-0.31331	545.74	0.11529	0.018734	1.6994	0.58846	350.11	368.00	1.7796	0.62928	0.72123	141.80	67.540	8.9174	0.0074067
223.80	0.030575	1444.5	0.00069229	136.45	136.47	0.74459	0.82310	1.2391	851.65	-0.31312	544.81	0.11524	0.018719	1.7085	0.58530	350.17	368.06	1.7794	0.62952	0.72151	141.83	67.413	8.9211	0.0074147
223.89	0.030750	1444.2	0.00069242	136.57	136.60	0.74513	0.82320	1.2392	851.18	-0.31293	543.89	0.11519	0.018704	1.7177	0.58218	350.22	368.12	1.7792	0.62976	0.72179	141.85	67.288	8.9248	0.0074227
223.99	0.030925	1443.9	0.00069256	136.70	136.72	0.74567	0.82330	1.2394	850.71	-0.31275	542.97	0.11514	0.018689	1.7268	0.57910	350.28	368.19	1.7791	0.63000	0.72207	141.87	67.163	8.9285	0.0074306
224.09	0.031100	1443.6	0.00069269	136.82	136.84	0.74622	0.82340	1.2395	850.24	-0.31256	542.07	0.11510	0.018674	1.7360	0.57605	350.33	368.25	1.7789	0.63024	0.72235	141.89	67.039	8.9322	0.0074385
224.19	0.031275	1443.4	0.00069282	136.94	136.96	0.74675	0.82349	1.2397	849.78	-0.31238	541.17	0.11505	0.018659	1.7451	0.57303	350.39	368.31	1.7787	0.63047	0.72263	141.91	66.916	8.9358	0.0074464
224.28	0.031450	1443.1	0.00069295	137.06	137.08	0.74729	0.82359	1.2399	849.32	-0.31219	540.27	0.11500	0.018644	1.7542	0.57004	350.44	368.37	1.7785	0.63071	0.72290	141.93	66.795	8.9394	0.0074543
224.38	0.031625	1442.8	0.00069309	137.18	137.20	0.74782	0.82369	1.2400	848.86	-0.31201	539.38	0.11495	0.018629	1.7634	0.56709	350.50	368.43	1.7784	0.63094	0.72318	141.95	66.674	8.9430	0.0074621
224.48	0.031800	1442.6	0.00069322	137.30	137.32	0.74835	0.82379	1.2402	848.40	-0.31183	538.50	0.11490	0.018614	1.7725	0.56417	350.55	368.49	1.7782	0.63117	0.72345	141.97	66.554	8.9466	0.0074698
224.57	0.031975	1442.3	0.00069335	137.41	137.44	0.74888	0.82389	1.2403	847.94	-0.31164	537.62	0.11485	0.018599	1.7816	0.56128	350.61	368.56	1.7780	0.63141	0.72372	141.99	66.435	8.9502	0.0074776
224.67	0.032150	1442.0	0.00069348	137.53	137.55	0.74940	0.82398	1.2405	847.49	-0.31146	536.76	0.11480	0.018585	1.7908	0.55842	350.66	368.62	1.7779	0.63164	0.72399	142.01	66.317	8.9538	0.0074853
224.76	0.032325	1441.7	0.00069361	137.65	137.67	0.74993	0.82408	1.2406	847.03	-0.31128	535.89	0.11476	0.018570	1.7999	0.55559	350.72	368.68	1.7777	0.63187	0.72426	142.03	66.199	8.9573	0.0074929
224.86	0.032500	1441.5	0.00069373	137.77	137.79	0.75045	0.82418	1.2408	846.58	-0.31110	535.03	0.11471	0.018555	1.8090	0.55279	350.77	368.74	1.7775	0.63210	0.72453	142.05	66.083	8.9608	0.0075006
224.95	0.032675	1441.2	0.00069386	137.88	137.91	0.75096	0.82427	1.2409	846.14	-0.31092	534.18	0.11466	0.018541	1.8181	0.55001	350.82	368.80	1.7774	0.63233	0.72480	142.06	65.967	8.9643	0.0075081
225.04	0.032850	1440.9	0.00069399	138.00	138.02	0.75148	0.82437	1.2411	845.69	-0.31074	533.33	0.11461	0.018527	1.8273	0.54727	350.88	368.85	1.7772	0.63255	0.72507	142.08	65.853	8.9678	0.0075157
225.14	0.033025	1440.7	0.00069412	138.11	138.14	0.75199	0.82446	1.2412	845.25	-0.31056	532.49	0.11457	0.018512	1.8364	0.54455	350.93	368.91	1.7770	0.63278	0.72533	142.10	65.739	8.9713	0.0075232
225.23	0.033200	1440.4	0.00069424	138.23	138.25	0.75250	0.82456	1.2414	844.80	-0.31038	531.66	0.11452	0.018498	1.8455	0.54187	350.98	368.97	1.7769	0.63301	0.72560	142.12	65.626	8.9748	0.0075307
225.32	0.033375	1440.2	0.00069437	138.34	138.37	0.75301	0.82465	1.2415	844.36	-0.31020	530.83	0.11447	0.018484	1.8546	0.53921	351.04	369.03	1.7767	0.63323	0.72586	142.14	65.514	8.9782	0.0075382
225.41	0.033550	1439.9	0.00069450	138.46	138.48	0.75352	0.82474	1.2417	843.93	-0.31002	530.01	0.11443	0.018470	1.8637	0.53657	351.09	369.09	1.7766	0.63346	0.72613	142.16	65.403	8.9816	0.0075457
225.50	0.033725	1439.6	0.00069462	138.57	138.59	0.75402	0.82484	1.2418	843.49	-0.30985	529.19	0.11438	0.018455	1.8728	0.53397	351.14	369.15	1.7764	0.63368	0.72639	142.18	65.292	8.9851	0.0075531
225.60	0.033900	1439.4	0.00069475	138.68	138.71	0.75452	0.82493	1.2420	843.05	-0.30967	528.37	0.11434	0.018441	1.8819	0.53138	351.19	369.21	1.7763	0.63390	0.72665	142.20	65.182	8.9885	0.0075604
225.69	0.034075	1439.1	0.00069487	138.80	138.82	0.75502	0.82502	1.2421	842.62	-0.30949	527.57	0.11429	0.018427	1.8910	0.52883	351.24	369.26	1.7761	0.63412	0.72691	142.22	65.073	8.9918	0.0075678
225.78	0.034250	1438.9	0.00069500	138.91	138.93	0.75552	0.82512	1.2423	842.19	-0.30932	526.76	0.11425	0.018414	1.9001	0.52630	351.29	369.32	1.7759	0.63434	0.72717	142.23	64.965	8.9952	0.0075751
225.87	0.034425	1438.6	0.00069512	139.02	139.04	0.75601	0.82521	1.2424	841.76	-0.30914	525.97	0.11420	0.018400	1.9092	0.52379	351.35	369.38	1.7758	0.63456	0.72743	142.25	64.858	8.9986	0.0075824
225.96	0.034600	1438.3	0.00069524	139.13	139.16	0.75650	0.82530	1.2426	841.33	-0.30897	525.17	0.11416	0.018386	1.9182	0.52131	351.40	369.43	1.7756	0.63478	0.72769	142.27	64.751	9.0019	0.0075896
226.05	0.034775	1438.1	0.00069537	139.24	139.27	0.75699	0.82539	1.2427	840.91	-0.30879	524.39	0.11411	0.018372	1.9273	0.51886	351.45	369.49	1.7755	0.63500	0.72795	142.29	64.645	9.0052	0.0075969
226.13	0.034950	1437.8	0.00069549	139.35	139.38	0.75748	0.82548	1.2428	840.49	-0.30862	523.60	0.11407	0.018359	1.9364	0.51642	351.50	369.55	1.7753	0.63522	0.72820	142.31	64.540	9.0086	0.0076041
226.22	0.035125	1437.6	0.00069561	139.46	139.49	0.75797	0.82558	1.2430	840.06	-0.30845	522.83	0.11402	0.018345	1.9455	0.51401	351.55	369.60	1.7752	0.63543	0.72846	142.32	64.435	9.0119	0.0076112
226.31	0.035300	1437.3	0.00069573	139.57	139.60	0.75845	0.82567	1.2431	839.64	-0.30827	522.05	0.11398	0.018331	1.9545	0.51163	351.60	369.66	1.7750	0.63565	0.72871	142.34	64.332	9.0152	0.0076184
226.40	0.035475	1437.1	0.00069585	139.68	139.71	0.75893	0.82576	1.2433	839.23	-0.30810	521.29	0.11393	0.018318	1.9636	0.50926	351.65	369.72	1.7749	0.63586	0.72896	142.36	64.229	9.0184	0.0076255
226.49	0.035650	1436.8	0.00069597	139.79	139.81	0.75941	0.82585	1.2434	838.81	-0.30793	520.52	0.11389	0.018304	1.9727	0.50692	351.70	369.77	1.7747	0.63608	0.72922	142.38	64.126	9.0217	0.0076326
226.57	0.035825	1436.6	0.00069609	139.90	139.92	0.75989	0.82594	1.2436	838.39	-0.30776	519.77	0.11385	0.018291	1.9818	0.50460	351.75	369.83	1.7746	0.63629	0.72947	142.39	64.024	9.0249	0.0076396
226.66	0.036000	1436.3	0.00069621	140.01	140.03	0.76037	0.82603	1.2437	837.98	-0.30759	519.01	0.11380	0.018278	1.9908	0.50231	351.80	369.88	1.7744	0.63650	0.72972	142.41	63.924	9.0282	0.0076466
226.75	0.036175	1436.1	0.00069633	140.11	140.14	0.76084	0.82611	1.2438	837.57	-0.30741	518.26	0.11376	0.018264	1.9999	0.50003	351.85	369.94	1.7743	0.63672	0.72997	142.43	63.823	9.0314	0.0076536
226.83	0.036350	1435.8	0.00069645	140.22	140.25	0.76131	0.82620	1.2440	837.16	-0.30724	517.52	0.11372	0.018251	2.0089	0.49778	351.90	369.99	1.7742	0.63693	0.73022	142.45	63.724	9.0346	0.0076606
226.92	0.036525	1435.6	0.00069657	140.33	140.35	0.76178	0.82629	1.2441	836.75	-0.30707	516.78	0.11367	0.018238	2.0180	0.49554	351.95	370.05	1.7740	0.63714	0.73047	142.46	63.625	9.0378	0.0076676
227.00	0.036700	1435.4	0.00069669	140.43	140.46	0.76225	0.82638	1.2443	836.35	-0.30691	516.05	0.11363	0.018225	2.0270	0.49333	352.00	370.10	1.7739	0.63735	0.73072	142.48	63.526	9.0410	0.0076745
227.09	0.036875	1435.1	0.00069681	140.54	140.56	0.76272	0.82647	1.2444	835.94	-0.30674	515.32	0.11359	0.018212	2.0361	0.49114	352.04	370.15	1.7737	0.63755	0.73096	142.50	63.429	9.0441	0.0076814
227.17	0.037050	1434.9	0.00069692	140.64	140.67	0.76318	0.82656	1.2445	835.54	-0.30657	514.59	0.11355	0.018199	2.0451	0.48896	352.09	370.21	1.7736	0.63776	0.73121	142.51	63.331	9.0473	0.0076882
227.26	0.037225	1434.6	0.00069704	140.75	140.78	0.76364	0.82664	1.2447	835.14	-0.30640	513.87	0.11351	0.018186	2.0542	0.48681	352.14	370.26	1.7735	0.63797	0.73146	142.53	63.235	9.0504	0.0076951
227.34	0.037400	1434.4	0.00069716	140.85	140.88	0.76410	0.82673	1.2448	834.74	-0.30623	513.15	0.11346	0.018173	2.0632	0.48468	352.19	370.32	1.7733	0.63818	0.73170	142.55	63.139	9.0536	0.0077019
227.43	0.037575	1434.2	0.00069727	140.96	140.98	0.76456	0.82682	1.2450	834.34	-0.30607	512.44	0.11342	0.018160	2.0723	0.48256	352.24	370.37	1.7732	0.63838	0.73194	142.56	63.044	9.0567	0.0077087
227.51	0.037750	1433.9	0.00069739	141.06	141.09	0.76502	0.82690	1.2451	833.94	-0.30590	511.73	0.11338	0.018147	2.0813	0.48047	352.28	370.42	1.7730	0.63859	0.73219	142.58	62.949	9.0598	0.0077155
227.59	0.037925	1433.7	0.00069751	141.17	141.19	0.76547	0.82699	1.2452	833.54	-0.30573	511.02	0.11334	0.018135	2.0903	0.47839	352.33	370.47	1.7729	0.63879	0.73243	142.60	62.856	9.0629	0.0077222
227.67	0.038100	1433.4	0.00069762	141.27	141.30	0.76593	0.82707	1.2454	833.15	-0.30557	510.32	0.11330	0.018122	2.0994	0.47633	352.38	370.53	1.7728	0.63899	0.73267	142.61	62.762	9.0660	0.0077289
227.76	0.038275	1433.2	0.00069774	141.37	141.40	0.76638	0.82716	1.2455	832.76	-0.30540	509.62	0.11326	0.018109	2.1084	0.47429	352.43	370.58	1.7726	0.63920	0.73291	142.63	62.669	9.0691	0.0077356
227.84	0.038450	1433.0	0.00069785	141.47	141.50	0.76683	0.82725	1.2456	832.37	-0.30524	508.93	0.11322	0.018097	2.1174	0.47227	352.47	370.63	1.7725	0.63940	0.73315	142.64	62.577	9.0721	0.0077423
227.92	0.038625	1432.7	0.00069796	141.58	141.60	0.76727	0.82733	1.2458	831.98	-0.30507	508.24	0.11317	0.018084	2.1264	0.47027	352.52	370.68	1.7724	0.63960	0.73339	142.66	62.485	9.0752	0.0077489
228.00	0.038800	1432.5	0.00069808	141.68	141.70	0.76772	0.82742	1.2459	831.59	-0.30491	507.56	0.11313	0.018071	2.1355	0.46828	352.57	370.74	1.7722	0.63980	0.73363	142.68	62.394	9.0782	0.0077555
228.08	0.038975	1432.3	0.00069819	141.78	141.81	0.76816	0.82750	1.2460	831.20	-0.30474	506.88	0.11309	0.018059	2.1445	0.46631	352.61	370.79	1.7721	0.64000	0.73387	142.69	62.304	9.0812	0.0077621
228.17	0.039150	1432.0	0.00069830	141.88	141.91	0.76860	0.82758	1.2462	830.82	-0.30458	506.20	0.11305	0.018047	2.1535	0.46436	352.66	370.84	1.7720	0.64020	0.73411	142.71	62.214	9.0842	0.0077687
228.25	0.039325	1431.8	0.00069842	141.98	142.01	0.76905	0.82767	1.2463	830.43	-0.30442	505.53	0.11301	0.018034	2.1625	0.46243	352.70	370.89	1.7718	0.64040	0.73434	142.72	62.125	9.0872	0.0077752
228.33	0.039500	1431.6	0.00069853	142.08	142.11	0.76948	0.82775	1.2464	830.05	-0.30425	504.86	0.11297	0.018022	2.1715	0.46051	352.75	370.94	1.7717	0.64060	0.73458	142.74	62.036	9.0902	0.0077818
228.41	0.039675	1431.4	0.00069864	142.18	142.21	0.76992	0.82784	1.2466	829.67	-0.30409	504.19	0.11293	0.018010	2.1805	0.45860	352.80	370.99	1.7716	0.64080	0.73481	142.75	61.947	9.0932	0.0077883
228.49	0.039850	1431.1	0.00069875	142.28	142.31	0.77036	0.82792	1.2467	829.29	-0.30393	503.53	0.11289	0.017997	2.1895	0.45672	352.84	371.04	1.7714	0.64099	0.73505	142.77	61.860	9.0962	0.0077947
228.57	0.040025	1430.9	0.00069886	142.38	142.41	0.77079	0.82800	1.2468	828.91	-0.30377	502.87	0.11285	0.017985	2.1985	0.45485	352.89	371.09	1.7713	0.64119	0.73528	142.79	61.772	9.0991	0.0078012
228.65	0.040200	1430.7	0.00069897	142.48	142.51	0.77122	0.82808	1.2470	828.54	-0.30361	502.21	0.11281	0.017973	2.2075	0.45299	352.93	371.14	1.7712	0.64138	0.73551	142.80	61.686	9.1021	0.0078076
228.72	0.040375	1430.4	0.00069908	142.58	142.60	0.77165	0.82817	1.2471	828.16	-0.30345	501.56	0.11277	0.017961	2.2165	0.45115	352.98	371.19	1.7711	0.64158	0.73575	142.82	61.599	9.1050	0.0078140
228.80	0.040550	1430.2	0.00069919	142.67	142.70	0.77208	0.82825	1.2472	827.79	-0.30329	500.91	0.11274	0.017949	2.2255	0.44933	353.02	371.24	1.7709	0.64177	0.73598	142.83	61.514	9.1080	0.0078204
228.88	0.040725	1430.0	0.00069930	142.77	142.80	0.77251	0.82833	1.2474	827.42	-0.30313	500.27	0.11270	0.017937	2.2345	0.44752	353.07	371.29	1.7708	0.64197	0.73621	142.85	61.428	9.1109	0.0078268
228.96	0.040900	1429.8	0.00069941	142.87	142.90	0.77294	0.82841	1.2475	827.04	-0.30297	499.63	0.11266	0.017925	2.2435	0.44573	353.11	371.34	1.7707	0.64216	0.73644	142.86	61.344	9.1138	0.0078331
229.04	0.041075	1429.5	0.00069952	142.97	143.00	0.77336	0.82849	1.2476	826.67	-0.30281	498.99	0.11262	0.017913	2.2525	0.44395	353.16	371.39	1.7706	0.64235	0.73667	142.88	61.260	9.1167	0.0078395
229.12	0.041250	1429.3	0.00069963	143.06	143.09	0.77378	0.82857	1.2478	826.31	-0.30265	498.36	0.11258	0.017901	2.2615	0.44218	353.20	371.44	1.7704	0.64254	0.73690	142.89	61.176	9.1196	0.0078458
229.19	0.041425	1429.1	0.00069974	143.16	143.19	0.77420	0.82866	1.2479	825.94	-0.30249	497.73	0.11254	0.017889	2.2705	0.44043	353.25	371.49	1.7703	0.64273	0.73713	142.91	61.093	9.1224	0.0078520
229.27	0.041600	1428.9	0.00069985	143.26	143.29	0.77462	0.82874	1.2480	825.57	-0.30233	497.10	0.11250	0.017877	2.2795	0.43870	353.29	371.54	1.7702	0.64292	0.73736	142.92	61.010	9.1253	0.0078583
229.35	0.041775	1428.7	0.00069996	143.35	143.38	0.77504	0.82882	1.2481	825.21	-0.30217	496.48	0.11247	0.017866	2.2885	0.43698	353.33	371.59	1.7701	0.64311	0.73758	142.93	60.928	9.1282	0.0078645
229.42	0.041950	1428.4	0.00070007	143.45	143.48	0.77546	0.82890	1.2483	824.84	-0.30202	495.86	0.11243	0.017854	2.2974	0.43527	353.38	371.64	1.7700	0.64330	0.73781	142.95	60.846	9.1310	0.0078707
229.50	0.042125	1428.2	0.00070017	143.54	143.57	0.77587	0.82898	1.2484	824.48	-0.30186	495.24	0.11239	0.017842	2.3064	0.43357	353.42	371.69	1.7698	0.64349	0.73804	142.96	60.764	9.1338	0.0078769
229.58	0.042300	1428.0	0.00070028	143.64	143.67	0.77629	0.82906	1.2485	824.12	-0.30170	494.63	0.11235	0.017831	2.3154	0.43189	353.47	371.73	1.7697	0.64368	0.73826	142.98	60.684	9.1367	0.0078831
229.65	0.042475	1427.8	0.00070039	143.73	143.76	0.77670	0.82914	1.2487	823.76	-0.30155	494.01	0.11232	0.017819	2.3244	0.43023	353.51	371.78	1.7696	0.64387	0.73849	142.99	60.603	9.1395	0.0078893
229.73	0.042650	1427.6	0.00070049	143.83	143.86	0.77711	0.82922	1.2488	823.40	-0.30139	493.41	0.11228	0.017807	2.3333	0.42857	353.55	371.83	1.7695	0.64406	0.73871	143.01	60.523	9.1423	0.0078954
229.80	0.042825	1427.4	0.00070060	143.92	143.95	0.77752	0.82929	1.2489	823.05	-0.30123	492.80	0.11224	0.017796	2.3423	0.42693	353.59	371.88	1.7694	0.64424	0.73893	143.02	60.444	9.1451	0.0079015
229.88	0.043000	1427.1	0.00070070	144.01	144.04	0.77793	0.82937	1.2490	822.69	-0.30108	492.20	0.11220	0.017784	2.3513	0.42530	353.64	371.93	1.7692	0.64443	0.73916	143.03	60.365	9.1479	0.0079076
229.95	0.043175	1426.9	0.00070081	144.11	144.14	0.77833	0.82945	1.2492	822.34	-0.30092	491.60	0.11217	0.017773	2.3602	0.42369	353.68	371.97	1.7691	0.64461	0.73938	143.05	60.286	9.1506	0.0079137
230.03	0.043350	1426.7	0.00070092	144.20	144.23	0.77874	0.82953	1.2493	821.98	-0.30077	491.01	0.11213	0.017762	2.3692	0.42209	353.72	372.02	1.7690	0.64480	0.73960	143.06	60.208	9.1534	0.0079198
230.10	0.043525	1426.5	0.00070102	144.29	144.32	0.77914	0.82961	1.2494	821.63	-0.30061	490.42	0.11209	0.017750	2.3781	0.42050	353.77	372.07	1.7689	0.64498	0.73982	143.08	60.130	9.1562	0.0079258
230.18	0.043700	1426.3	0.00070112	144.39	144.42	0.77954	0.82969	1.2495	821.28	-0.30046	489.83	0.11206	0.017739	2.3871	0.41892	353.81	372.12	1.7688	0.64517	0.74004	143.09	60.053	9.1589	0.0079318
230.25	0.043875	1426.1	0.00070123	144.48	144.51	0.77994	0.82976	1.2497	820.93	-0.30031	489.24	0.11202	0.017728	2.3961	0.41735	353.85	372.16	1.7687	0.64535	0.74026	143.10	59.976	9.1617	0.0079378
230.32	0.044050	1425.9	0.00070133	144.57	144.60	0.78034	0.82984	1.2498	820.58	-0.30015	488.66	0.11198	0.017716	2.4050	0.41580	353.89	372.21	1.7686	0.64553	0.74048	143.12	59.899	9.1644	0.0079438
230.40	0.044225	1425.6	0.00070144	144.66	144.69	0.78074	0.82992	1.2499	820.23	-0.30000	488.08	0.11195	0.017705	2.4140	0.41426	353.93	372.26	1.7684	0.64571	0.74070	143.13	59.823	9.1671	0.0079497
230.47	0.044400	1425.4	0.00070154	144.75	144.78	0.78114	0.83000	1.2500	819.88	-0.29985	487.50	0.11191	0.017694	2.4229	0.41273	353.98	372.30	1.7683	0.64589	0.74092	143.15	59.747	9.1698	0.0079557
230.54	0.044575	1425.2	0.00070164	144.84	144.88	0.78153	0.83007	1.2502	819.54	-0.29969	486.92	0.11187	0.017683	2.4318	0.41121	354.02	372.35	1.7682	0.64608	0.74113	143.16	59.672	9.1725	0.0079616
230.61	0.044750	1425.0	0.00070175	144.94	144.97	0.78193	0.83015	1.2503	819.19	-0.29954	486.35	0.11184	0.017672	2.4408	0.40970	354.06	372.39	1.7681	0.64626	0.74135	143.17	59.597	9.1752	0.0079675
230.69	0.044925	1424.8	0.00070185	145.03	145.06	0.78232	0.83023	1.2504	818.85	-0.29939	485.78	0.11180	0.017661	2.4497	0.40821	354.10	372.44	1.7680	0.64644	0.74157	143.19	59.523	9.1779	0.0079734
230.76	0.045100	1424.6	0.00070195	145.12	145.15	0.78271	0.83030	1.2505	818.51	-0.29924	485.22	0.11177	0.017650	2.4587	0.40672	354.14	372.49	1.7679	0.64662	0.74178	143.20	59.449	9.1806	0.0079793
230.83	0.045275	1424.4	0.00070205	145.21	145.24	0.78310	0.83038	1.2507	818.17	-0.29909	484.65	0.11173	0.017639	2.4676	0.40525	354.18	372.53	1.7678	0.64679	0.74200	143.21	59.375	9.1833	0.0079851
230.90	0.045450	1424.2	0.00070216	145.30	145.33	0.78349	0.83045	1.2508	817.83	-0.29894	484.09	0.11170	0.017628	2.4765	0.40379	354.23	372.58	1.7677	0.64697	0.74221	143.23	59.302	9.1859	0.0079909
230.97	0.045625	1424.0	0.00070226	145.39	145.42	0.78388	0.83053	1.2509	817.49	-0.29879	483.54	0.11166	0.017617	2.4855	0.40234	354.27	372.62	1.7676	0.64715	0.74243	143.24	59.229	9.1886	0.0079968
